American Airlines Inc.,0.015040276
Alaska Airlines Inc.,0.003877789
JetBlue Airways,0.016012103
Delta Air Lines Inc.,0.00436589
Atlantic Southeast Airlines,0.026628693
Frontier Airlines Inc.,0.006473204
Hawaiian Airlines Inc.,0.002241976
American Eagle Airlines Inc.,0.050995819
Spirit Air Lines,0.017072901
Skywest Airlines Inc.,0.016928613
United Air Lines Inc.,0.012745214
US Airways Inc.,0.020466497
Virgin America,0.008626399
Southwest Airlines Co.,0.012713822
